size in Bytes
ID;Name;Size;CRC32;MD5;Serial;#Trusted;Status
"0731";"Tarzan (Germany)";"16777216";"0B0954C5";"DF3CDD959E8C63B45F557FC197CE0E63";"NTAD ";0;"Not verified"
"0732";"Tarzan (USA)";"16777216";"C38CA641";"EAE7E0EE5328ED9F13B9CF9990189928";"NTAE ";0;"Not verified"
"0733";"Taz Express (Europe) (En,Fr,De,Es,It,Nl)";"12582912";"0712C306";"192B715E8BC5972A4986DF21DC8BF357";"NTXP NUS-NTXP-UKV";1;"Trusted"
"0734";"Telefoot Soccer 2000 (France)";"16777216";"7BD20931";"7F244AFF8D729417E32B6A5B299AFDA5";"NWKF ";0;"Not verified"
"0735";"Tetris 64 (Japan) (En)";"8388608";"F128CD17";"7C8EFCF4FBA28F9F5B5EA10A71283BF3";"NT6J NUS-NT6J-JPN";1;"Trusted"
"0736";"Tetrisphere (Europe)";"8388608";"7CB31B0F";"765A330D5CE2DBE7120C6C8E18A1487D";"NTPP NUS-NTPP-EUR";1;"Trusted"
"0737";"Tetrisphere (USA)";"8388608";"70A3A5CE";"3F88078E2D9DBF6C9372F6373CF9AE09";"NTPE ";0;"Not verified"
"0738";"TG Rally 2 (Europe)";"12582912";"135C8EB0";"ACD0118AC4709DB3943B3D35112C2001";"NL2X NUS-NL2X-UKV";2;"Verified"
"0739";"Tigger's Honey Hunt (Europe) (En,Fr,De,Es,It,Nl,Da)";"16777216";"D82D5736";"A09663B596F348D28AF846A51375EB81";"NT9P NUS-NT9P-FRA";1;"Trusted"
"0740";"Tigger's Honey Hunt (USA)";"16777216";"68C2AC8F";"F8636514B5B0EDEBF376C3111D24417A";"NT9E ";0;"Not verified"
"0741";"Tom and Jerry in Fists of Furry (Europe) (En,Fr,De,Es,It,Nl)";"12582912";"9EA8A3B8";"46BE5D00682FCC1F7FC0FBA507E8E5C1";"NTJP NUS-NTJP-EUR";1;"Trusted"
"0742";"Tom and Jerry in Fists of Furry (USA)";"12582912";"6D685B83";"A63A9AF85BE8BB47C1741B8A37115354";"NTJE ";0;"Not verified"
"0743";"Tom Clancy's Rainbow Six (Europe)";"16777216";"4B71E083";"1B991CF41C70FF2C92FFBEFACABE8D03";"NR6P NUS-NR6P-UKV";1;"Trusted"
"0744";"Tom Clancy's Rainbow Six (France)";"16777216";"BBF7B6A8";"15E4C1B4F3F459D4CAA7F7E2CF0C95DA";"NR6F NUS-NR6F-FRA";1;"Trusted"
"0745";"Tom Clancy's Rainbow Six (Germany)";"16777216";"5D73E788";"FDC76A53B1056D3E50EA6A3E295FE4D1";"NR6D ";0;"Not verified"
"0746";"Tom Clancy's Rainbow Six (USA)";"16777216";"53B0CC13";"80F3B1ABD9FB9AE73997489DB185A74D";"NR6E ";0;"Not verified"
"0747";"Tonic Trouble (Europe) (En,Fr,De,Es,It)";"16777216";"B4322403";"3D3573A855835A98DE29D598C35590E0";"NTTP NUS-NTTP-EUR";1;"Trusted"
"0748";"Tonic Trouble (USA) (Rev 1)";"16777216";"1C04BA12";"7D3E935156844DE0002DB875E1076A5C";"NTTE ";0;"Not verified"
"0749";"Tony Hawk's Skateboarding (Europe)";"12582912";"39E4F766";"C9E9C4A18B1540C6B4111331D7C663B8";"NTFP NUS-NTFP-UKV, NUS-NTFP-AUS";2;"Verified"
"0750";"Tony Hawk's Pro Skater (USA)";"12582912";"F5C1B64F";"5ED7E392198A5FA56EE37EA9E93A8D50";"NTFE ";0;"Not verified"
"0751";"Tony Hawk's Pro Skater (USA) (Rev 1)";"12582912";"6182A092";"AFF424A1883DC7BB92C7B2EBE9342F85";"NTFE ";1;"Trusted"
"0752";"Tony Hawk's Pro Skater 2 (Europe)";"16777216";"A1207132";"6BE030475C4DB52F273EF8A02B4DAFA8";"NTQP NUS-NTQP-EUR";1;"Trusted"
"0753";"Tony Hawk's Pro Skater 2 (USA)";"16777216";"80AA83F3";"29974692808C112B306FBD259273DC96";"NTQE ";0;"Not verified"
"0754";"Tony Hawk's Pro Skater 3 (USA)";"16777216";"62A8CE7D";"9D4891BF26881C4541171B0235015FD4";"N3TE ";0;"Not verified"
"0755";"Top Gear Hyper Bike (Europe)";"16777216";"BAE57EA7";"0072538EF925645DB310F8E23A480B89";"NGBP NUS-NGBP-EUR";1;"Trusted"
"0756";"Top Gear Hyper Bike (Japan)";"16777216";"09B2CDA1";"4347174BB415CA970F2D50DF2973F656";"NGBJ NUS-NGBJ-JPN";1;"Trusted"
"0757";"Top Gear Hyper-Bike (USA)";"16777216";"6EEBC26A";"7258F4AB367B025C95A4F476C461E717";"NGBE ";0;"Not verified"
"0758";"Top Gear Overdrive (Europe)";"12582912";"0CC70580";"6C65A252F227AEF18DF2DD3CE04CC821";"NRCP NUS-NRCP-EUR";1;"Trusted"
"0759";"Top Gear Overdrive (Japan)";"12582912";"81AAFC2B";"B5691794A851D8B603F0C741D44AA244";"NRCJ NUS-NRCJ-JPN";1;"Trusted"
"0760";"Top Gear Overdrive (USA)";"12582912";"F3E0FF21";"7818696426C0A429FBFCCC4EFE8D5570";"NRCE ";0;"Not verified"
"0761";"Top Gear Rally (Europe)";"8388608";"40B3BB21";"1698508F521280D0A80E078EC981D4AC";"NTRP NUS-NTRP-UKV";1;"Trusted"
"0762";"Top Gear Rally (Japan)";"8388608";"C6707CD6";"6E0AF13DCEFEE6A11C4D7262206D6D2D";"NTRJ NUS-NTRJ-JPN";1;"Trusted"
"0763";"Top Gear Rally (USA)";"8388608";"137287F5";"6F7030284B6BC84A49E07DA864526B52";"NGRE ";0;"Not verified"
"0764";"Top Gear Rally 2 (Europe)";"12582912";"CB294D39";"44C4566572DC0662D4299AB5B19043AE";"NL2P NUS-NL2P-EUR";1;"Trusted"
"0765";"Top Gear Rally 2 (Japan)";"12582912";"AA136E07";"B10D781EC625CA45713FD34E5096C24A";"NL2J NUS-NL2J-JPN";1;"Trusted"
"0766";"Top Gear Rally 2 (USA)";"12582912";"914CF9C4";"1FA409FCAC007DDECCC4CF439A0D8DAE";"NL2E ";0;"Not verified"
"0767";"Toy Story 2 - Buzz Lightyear to the Rescue! (Europe)";"12582912";"59574CB9";"5F2C9E5E39AB09311D96E6C751184B6B";"NTHP NUS-NTHP-UKV";1;"Trusted"
"0768";"Toy Story 2 - Buzz l'Eclair a la Rescousse! (France)";"12582912";"FB4BEA9A";"FA0F12C15B3655F9F56888C3249B1CED";"NTHF ";0;"Not verified"
"0769";"Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany)";"12582912";"C5E4C89F";"3F40F37B0464DD065067523FB21016DD";"NTHD ";0;"Not verified"
"0770";"Toy Story 2 - Buzz Lightyear to the Rescue! (USA)";"12582912";"B9570841";"B44E9C2D9D2F2DE3AF4793B824CCF936";"NTHE ";0;"Not verified"
"0771";"Transformers - Beast Wars Metals 64 (Japan)";"12582912";"338F1D45";"3D22D5BD7997293612ECDD3046BEBA13";"NTBJ NUS-NTBJ-JPN";1;"Trusted"
"0772";"Transformers - Beast Wars Transmetals (USA)";"16777216";"85138B5A";"6D38909FAA2840FC409AFA221489DE49";"NOHE ";0;"Not verified"
"0773";"Triple Play 2000 (USA)";"16777216";"785DD0F8";"6F2C37A20E6ECCB657FBFC4BA36A34BB";"N3PE ";0;"Not verified"
"0774";"Tsumi to Batsu - Hoshi no Keishousha (Japan)";"33554432";"CA2E5E49";"A0657BC99E169153FD46AECCFDE748F3";"NGUJ NUS-NDYJ-JPN";4;"Verified"
"0775";"Turok - Dinosaur Hunter (Europe)";"8388608";"E8525687";"13FAA58604597E4EDC608070F8E0AE24";"NTUP NUS-NTUP-EUR";1;"Trusted"
"0776";"Turok - Dinosaur Hunter (Europe) (Rev 1)";"8388608";"C2353283";"992BA72F4A1E9C51934FF345CDD0D90C";"NTUP ";0;"Not verified"
"0777";"Turok - Dinosaur Hunter (Europe) (Rev 2)";"8388608";"312AF877";"548FC0E6035B65BC2108255039859934";"NTUP NUS-NTUP-EUR-1";1;"Trusted"
"0778";"Turok - Dinosaur Hunter (Germany)";"8388608";"64631FF9";"0C0BFD1038EDA4F5C958DC362CDFF2D6";"NTUD ";0;"Not verified"
"0779";"Turok - Dinosaur Hunter (USA)";"8388608";"26C4F597";"AE5107EFDD3C210E1EDD4ACD9B3CAC31";"NTUE NUS-NTUE-USA";1;"Trusted"
"0780";"Turok - Dinosaur Hunter (USA) (Rev 1)";"8388608";"7F2476F4";"37260287D59FE4EC6049C1D22B5614E6";"NTUE ";0;"Not verified"
"0781";"Turok - Dinosaur Hunter (USA) (Rev 2)";"8388608";"8C3BBC00";"039875B92C0E4FEF9797EC1744877B17";"NTUE ";0;"Not verified"
"0782";"Turok - Legenden des Verlorenen Landes (Germany)";"8388608";"B937874F";"72A6AA28608EE93A1CB6FEB0A5F4C28C";"NRWD NUS-NRWD-NOE";2;"Verified"
"0783";"Turok - Rage Wars (Europe)";"8388608";"82B1E116";"DBA166A42710F40DC78DC52EB37B0BE6";"NRWP NUS-NRWP-UKV";2;"Verified"
"0784";"Turok - Rage Wars (Europe) (En,Fr,It)";"8388608";"F4A2862B";"241CF94BED487FFF62FFB7B846DA46AB";"NRWX NUX-NRWX-EUR";1;"Trusted"
"0785";"Turok - Rage Wars (USA)";"8388608";"422872A2";"CF5B28578FD62FA1FF8690079F5D68F5";"NRWE ";0;"Not verified"
"0786";"Turok 2 - Seeds of Evil (Europe)";"33554432";"E2D34BFE";"E5A39521FA954EB97B96AC2154A5FD7A";"NT2P NUS-NT2P-EUR";1;"Trusted"
"0787";"Turok 2 - Seeds of Evil (Europe) (En,Fr,Es,It)";"33554432";"1FEBDE32";"144B10A484A22367FD2679529DBD2FED";"NT2X NUS-NT2X-EUR";2;"Verified"
"0788";"Turok 2 - Seeds of Evil (Europe) (Demo) (Kiosk)";"12582912";"4E29B234";"CE72237707F481CFE97FDE330C2AFCD6";"NTYP NUS-NTYP-UKV";1;"Trusted"
"0789";"Turok 2 - Seeds of Evil (Germany)";"33554432";"C07877B6";"B932116C967795076B5C112841AB4427";"NT2D NUS-NT2D-NOW";1;"Trusted"
"0790";"Turok 2 - Seeds of Evil (USA)";"33554432";"FF5E7636";"FAD4DA8E17CE12F68CDF29180CDD4A90";"NT2E NUS-NT2E-USA";2;"Verified"
"0791";"Turok 2 - Seeds of Evil (USA) (Demo) (Kiosk)";"12582912";"8D5B9BD0";"3BD42F6AEC477C056E1AFEBB3515495C";"NTYE NUS-NTYE-USA";1;"Trusted"
"0792";"Turok 2 - Seeds of Evil (USA) (Rev 1)";"33554432";"57F1FBF5";"166221365DB70D446C4206083D422DD1";"NT2E NUS-NT2E-USA";1;"Trusted"
"0793";"Turok 3 - Shadow of Oblivion (Europe)";"33554432";"98D3114C";"279EC83BD60A3CCE69A1DB22B0A5C318";"NTKP NUS-NTKP-EUR";2;"Verified"
"0794";"Turok 3 - Shadow of Oblivion (USA)";"33554432";"CB297224";"1211C556D77B169D81A666A9661E1777";"NTKE ";0;"Not verified"
"0795";"Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-10)";"33554432";"3CD1F9AF";"C38ACBAE773CC3845EA354421E171998";"NSED ";0;"Not verified"
"0796";"Twisted Edge - Snowboarding (Europe)";"12582912";"BF0C1291";"420C9FDBAE15767C5E584070209FF253";"NSBP NUS-NSBP-HOL";1;"Trusted"
"0797";"Twisted Edge - Extreme Snowboarding (USA)";"12582912";"BFBCC038";"9DF6C2C97FA34A978EF3CB77631536FE";"NSBE ";0;"Not verified"
"0798";"Utchan Nanchan no Hono no Challenger - Denryuu Ira Ira Bou (Japan)";"8388608";"50CBE8A6";"FFEB5C1A85BABBBE60F2FEBA2B35C893";"NIRJ NUS-NIRJ-JPN";1;"Trusted"
"0799";"V-Rally Edition 99 (Europe) (En,Fr,De)";"12582912";"0735D7A2";"DCAC12EB5832D4A489188330EB9EC387";"NVLP NUS-NVLP-EUR";2;"Verified"
"0800";"V-Rally Edition 99 (Japan)";"8388608";"02475A01";"8541D7A8737BE09C52D4EC1274DE2A91";"NVYJ NUS-NVYJ-JPN";1;"Trusted"
"0801";"V-Rally Edition 99 (USA)";"8388608";"4803075E";"0C3448A9D85300ACB9C5556F27A84B23";"NVLE ";0;"Not verified"
"0802";"Vigilante 8 (Europe)";"8388608";"0E9BB6D6";"DF011E19F41B1B19C21F1E77E13780B7";"NV8P NUS-NV8P-UKV";2;"Verified"
"0803";"Vigilante 8 (France)";"8388608";"11D23AB3";"FF9F85C50982DBDBA9853A8915321D31";"NV8F ";0;"Not verified"
"0804";"Vigilante 8 (Germany)";"8388608";"17F63C3F";"37B430EE16167831C6C6292994F93277";"NV8D ";0;"Not verified"
"0805";"Vigilante 8 (USA)";"8388608";"330B73E6";"D616ADF6441ACBBD0E6BEF023A8F6031";"NV8E ";0;"Not verified"
"0806";"Vigilante 8 - 2nd Offense (Europe)";"12582912";"691AA971";"47661EF1964524B6319B759913F08B62";"NVGP NUS-NVGP-UKV";1;"Trusted"
"0807";"Vigilante 8 - 2nd Offense (USA)";"12582912";"0293203F";"60CDF7445FAD2ABA05C958F46691501B";"NVGE ";0;"Not verified"
"0808";"Violence Killer - Turok New Generation (Japan)";"33554432";"097F139F";"C3005D76AF42E929E5C67421A19F8235";"NT2J NUS-NT2J-JPN";1;"Trusted"
"0809";"Virtual Chess 64 (Europe) (En,Fr,De,Es,It,Nl)";"4194304";"AAE15243";"E790BE1A5B883BEBA44BC0D2666C65F5";"NVCP NUS-NVCP-EUR";1;"Trusted"
"0810";"Virtual Chess 64 (USA) (En,Fr,Es)";"4194304";"620DE0B7";"F8A35270279B277586D7210FD15134FF";"NVCE ";0;"Not verified"
"0811";"Virtual Pool 64 (Europe)";"4194304";"9A6FB0BC";"AB68FB43F012C1A45AF1DBCC8E8C109C";"NVRP NUS-NVRP-EUR";1;"Trusted"
"0812";"Virtual Pool 64 (USA)";"4194304";"AD628DED";"6D3DB67319DA339DF4B68AD0084904D5";"NVRE ";0;"Not verified"
"0813";"Virtual Pro Wrestling 2 - Oudou Keishou (Japan)";"33554432";"F620835D";"90002501777E3237739F5ED9B0E349E2";"NA2J NUS-NA2J-JPN";1;"Trusted"
"0814";"Virtual Pro Wrestling 64 (Japan)";"16777216";"E6651803";"5E6202200AF40A8F026780EDFE1E15D0";"NVPJ NUS-NVPJ-JPN";1;"Trusted"
"0815";"Waialae Country Club - True Golf Classics (Europe)";"16777216";"6858759A";"5F1906DF4EB30537C2AC2FCBD005907D";"NWLP NUS-NWLP-EUR";1;"Trusted"
"0816";"Waialae Country Club - True Golf Classics (Europe) (Rev 1)";"16777216";"6CB097B3";"F7C1B1EE1CE37CE09AA48C7E0A115EFA";"NWLP ";0;"Not verified"
"0817";"Waialae Country Club - True Golf Classics (USA)";"16777216";"CCAB08D7";"DD8154D507C88694AFD69C7AF16A8CD6";"NWLE ";0;"Not verified"
"0818";"War Gods (Europe)";"12582912";"C73010C8";"D25DD15903BDCB7724A2E8A02561987F";"NWAP NUS-NWAP-FRA";1;"Trusted"
"0819";"War Gods (USA)";"12582912";"FFACF993";"9FF2BA3C8408DE9F0EDB6D764A97C197";"NWAE ";0;"Not verified"
"0820";"Wave Race 64 - Kawasaki Jet Ski (Europe) (En,De)";"8388608";"FB289893";"310659115E9939F219A783ABDD456CE9";"NWRP NUS-NWRP-EUR";4;"Verified"
"0821";"Wave Race 64 - Kawasaki Jet Ski (Japan)";"8388608";"6C93FF83";"B32E555BC1A375256E8A4021A25339BE";"NWRJ NUS-NWRJ-JPN";3;"Verified"
"0822";"Wave Race 64 - Kawasaki Jet Ski (Japan) (Rev 2) (Shindou Edition)";"8388608";"90044C4B";"FF67DF97476C210D158779AE6142F239";"NWRJ NUS-NWRJ-JPN-1";2;"Verified"
"0823";"Wave Race 64 - Kawasaki Jet Ski (USA)";"8388608";"74A7B725";"AE480013F39D4AEC86EEA1B4995600D1";"NWRE ";0;"Not verified"
"0824";"Wave Race 64 - Kawasaki Jet Ski (USA) (Rev 1)";"8388608";"394948C4";"2048A640C12D1CF2052BA1629937D2FF";"NWRE NUS-NWRE-USA";3;"Verified"
"0825";"Wayne Gretzky's 3D Hockey '98 (Europe) (En,Fr,De,Es)";"8388608";"6F6DC53D";"24A0D8C8CABC22116E469476FF6C691D";"NW8P NUS-NW8P-EUR";1;"Trusted"
"0826";"Wayne Gretzky's 3D Hockey '98 (USA)";"8388608";"355FB089";"810F8BC2C8C66BDA3B206C7DD4B6D42F";"NW8E ";0;"Not verified"
"0827";"Wayne Gretzky's 3D Hockey (Europe) (En,Fr,De,Es)";"8388608";"442A4F5F";"319816AAA30E512827BE7B7F81F80D86";"NWGP NUS-NWGP-EUR";2;"Verified"
"0828";"Wayne Gretzky's 3D Hockey (Japan)";"8388608";"485275ED";"61E637B542D5DF178040454075C28E19";"NWGJ NUS-NWGJ-JPN";1;"Trusted"
"0829";"Wayne Gretzky's 3D Hockey (USA)";"8388608";"9781F88D";"6DF0D6259261D0096C90BBC6AA037D8E";"NWGE ";0;"Not verified"
"0830";"Wayne Gretzky's 3D Hockey (USA) (Rev 1)";"8388608";"C2678971";"04E650B7742A69DAE98F125D1B492D78";"NWGE ";0;"Not verified"
"0831";"WCW Backstage Assault (USA)";"33554432";"5DCC2E4E";"02AED169EB579494ACE75D22E10D789B";"NWVE ";0;"Not verified"
"0832";"WCW Mayhem (Europe)";"16777216";"864E066E";"9E943752BCF4FBA9CA3028E596F4EB4A";"NWMP NUS-NWMP-EUR";1;"Trusted"
"0833";"WCW Mayhem (USA)";"16777216";"F1F9B6EB";"87BF3784709CD09693CD7BCC08460C63";"NWME ";0;"Not verified"
"0834";"WCW Nitro (USA)";"12582912";"455B0830";"1E9FEAD701FE5AAAA248D4713891775D";"NW3E ";0;"Not verified"
"0836";"WCW vs. nWo - World Tour (Europe)";"12582912";"37F358EB";"553D8D5347969C66E5D91C3FE35208B9";"NWNP NUS-NWNP-EUU";1;"Trusted"
"0837";"WCW vs. nWo - World Tour (USA)";"12582912";"DFBFC61F";"203C3BBFDD10C5A0B7C5D0CDB085D853";"NWNE ";0;"Not verified"
"0838";"WCW vs. nWo - World Tour (USA) (Rev 1)";"12582912";"A74DA07A";"B7A220B59303D47F3BEAE233CA868CFD";"NWNE ";0;"Not verified"
"0839";"WCW-nWo Revenge (Europe)";"16777216";"8AF0F964";"30C6676EC1D62122F4E7607EF3ABBD41";"NW2P NUS-NW2P-UKV";1;"Trusted"
"0840";"WCW-nWo Revenge (USA)";"16777216";"54CBAAA8";"C1384F3637D7A381B29341FED3EF3CEB";"NW2E ";1;"Trusted"
"0841";"Wetrix (Europe) (En,Fr,De,Es,It,Nl)";"8388608";"EDDC5B06";"A99E2CB6ACEF7A004961DE5F6DFEEFF0";"NWTP NUS-NWTP-EUU";1;"Trusted"
"0842";"Wetrix (Japan)";"4194304";"BAD08218";"E8997BF5662540B184FBF8277D260984";"NWTJ NUS-NWTJ-JPN";1;"Trusted"
"0843";"Wetrix (USA) (En,Fr,De,Es,It,Nl)";"8388608";"50CD1F71";"6E81D3056E409208E4AF2D39A2FF0F03";"NWTE ";0;"Not verified"
"0844";"Wheel of Fortune (USA)";"4194304";"8D3EFA8D";"2ABE36754E866B9B6C4BDCFFC1D11ABF";"NWFE ";0;"Not verified"
"0845";"Wild Choppers (Japan)";"8388608";"D6136DC5";"F85F2A2B6CA64898F0ADD2A78CCDCCF3";"NWCJ NUS-NWCJ-JPN";1;"Trusted"
"0846";"WinBack (Japan)";"16777216";"D35360B0";"EE3D3550ACC463CA57408BF14E541F68";"NWDJ NUS-NWDJ-JPN";1;"Trusted"
"0847";"WinBack - Covert Operations (USA)";"16777216";"64C817C5";"48DA6CDCAB838153CAA2ECC3DD592A65";"NWDE ";0;"Not verified"
"0848";"Wipeout 64 (Europe)";"8388608";"38111048";"5783373634B11F81C86908C3D81CA988";"NWPP NUS-NWPP-EUR";2;"Verified"
"0849";"Wipeout 64 (USA)";"8388608";"4888D0FE";"73C6D87DBE50F73F3B44E0F237A546D7";"NWPE ";0;"Not verified"
"0850";"Wonder Project J2 - Koruro no Mori no Jozet (Japan)";"8388608";"5E8FC436";"0FF1F8628D8FE69582DB54572D2BEA79";"NJ2J NUS-NJ2J-JPN";2;"Verified"
"0851";"World Cup 98 (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)";"12582912";"79F483F7";"3AA263ACA66F3A07BB081B575D66DEEB";"N8WP NUS-N8WP-UKV";1;"Trusted"
"0852";"World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv,Da)";"12582912";"13930C26";"4BEF5E9AA9E71205DAC1A7060E778235";"N8WE ";0;"Not verified"
"0853";"World Driver Championship (Europe) (En,Fr,De,Es,It)";"16777216";"76151DF6";"431DE8F6611A8131B536F0EDE1F330D9";"NWOP NUS-NWOP-EUR";1;"Trusted"
"0854";"World Driver Championship (USA)";"16777216";"5E4ACBFA";"7C567A5BB1AD4CBE414FB6BBFF66E336";"NWOE ";0;"Not verified"
"0855";"Worms Armageddon (Europe) (En,Fr,De,Es,It,Nl)";"12582912";"6BFFF27B";"44FC2A7F028F0B6F71B255F672C8B495";"NWUP NUS-NWUP-UKV";1;"Trusted"
"0856";"Worms Armageddon (USA) (En,Fr,Es)";"12582912";"5471AE3B";"491D4DB6718302489BF05FB962C73651";"NADE ";0;"Not verified"
"0857";"WWF Attitude (Europe)";"33554432";"804FE494";"3FDB2E5F9982FDA2C2344A883B8AB6EF";"NTIP NUS-NTIP-EUR";1;"Trusted"
"0858";"WWF Attitude (Germany)";"33554432";"EA5D8359";"B86EC8D19D7D1A50EA900EA10355A735";"NTID ";0;"Not verified"
"0859";"WWF Attitude (USA)";"33554432";"7A4B3686";"9FAF514CB3DBB742C129DEB395DCA342";"NTIE ";0;"Not verified"
"0860";"WWF No Mercy (Europe)";"33554432";"E88D7E16";"D94A8F78178473D4BA4BED62FA8E2E66";"NW4P NUS-NW4P-EUR";1;"Trusted"
"0861";"WWF No Mercy (Europe) (Rev 1)";"33554432";"43BA9E7E";"400A14F132D993F5544F8B008EC136FA";"NW4P NW4P";1;"Trusted"
"0862";"WWF No Mercy (USA)";"33554432";"B33F44F0";"04C492BE7F89FC6F425238BD67629544";"NW4E ";0;"Not verified"
"0863";"WWF War Zone (Europe)";"12582912";"90A0B609";"EBC0CF55FC58845C6EE86CF8B2D87303";"NWWP NUS-NWWP-EUR";1;"Trusted"
"0864";"WWF War Zone (USA)";"12582912";"2FBB5507";"2322DA2B9E7DC74678CD683B7A246B49";"NWWE ";0;"Not verified"
"0865";"WWF WrestleMania 2000 (Europe)";"33554432";"09D710C7";"B75149F87CC5F3A508643AC377F2FCC9";"NWXP NUS-NWXP-EUR";1;"Trusted"
"0866";"WWF WrestleMania 2000 (Japan)";"33554432";"C2034D24";"11EEE2F34BF8DA05A1B8F4FB9FE9F74C";"NWXJ NUS-NWXJ-JPN";1;"Trusted"
"0867";"WWF WrestleMania 2000 (USA)";"33554432";"0B50B4C6";"D9030CA30E4D1AF805ACCE1BFED988CC";"NWXE ";0;"Not verified"
"0868";"Xena - Warrior Princess - The Talisman of Fate (Europe)";"12582912";"D3932F88";"EC2BCB1B7FC7D068BE1F39E79E49A842";"NXFP NUS-NXFP-UKV";1;"Trusted"
"0869";"Xena - Warrior Princess - The Talisman of Fate (USA)";"12582912";"7DA93999";"1AC234649D28F09E82C0D11ABB17F03B";"NXFE ";0;"Not verified"
"0870";"Yakouchuu II - Satsujin Kouro (Japan)";"33554432";"4538C41A";"E24942948F7140EE4260268DB763D0FD";"NYKJ NUS-NYKJ-JPN";1;"Trusted"
"0871";"Yoshi Story (Japan)";"16777216";"4F44A9EF";"DD8A0E5472F13EA87B176F0155FA0C66";"NYSJ NUS-NYSJ-JPN";3;"Verified"
"0872";"Yoshi's Story (Europe) (En,Fr,De)";"16777216";"F9FFC760";"2524E5FB8ED4BB8C831C5AC057E8F344";"NYSP NUS-NYSP-EUR";2;"Verified"
"0873";"Yoshi's Story (USA) (En,Ja)";"16777216";"A1453E0D";"586A092E22604840973B82DFACEAC77A";"NYSE ";1;"Trusted"
"0874";"Yuke Yuke!! Trouble Makers (Japan)";"8388608";"B69D3068";"2AE35BDF163613024D876A09F25063F3";"NTMJ NUS-NTMJ-JPN";1;"Trusted"
"0875";"Zelda no Densetsu - Mujura no Kamen (Japan)";"33554432";"0D33E1DB";"15D1A2217CAD61C39CFECBFFA0703E25";"NZSJ NUS-NZSJ-JPN";2;"Verified"
"0876";"Zelda no Densetsu - Mujura no Kamen (Japan) (Rev 1)";"33554432";"356C2E19";"C38A7F6F6B61862EA383A75CDF888279";"NZSJ NUS-NZSJ-JPN";2;"Verified"
"0877";"Zelda no Densetsu - Toki no Ocarina (Japan)";"33554432";"D423E8B0";"9F04C8E68534B870F707C247FA4B50FC";"CZLJ NUS-CZLJ-JPN";1;"Trusted"
"0878";"Zelda no Densetsu - Toki no Ocarina (Japan) (Rev 1)";"33554432";"26E73887";"1BF5F42B98C3E97948F01155F12E2D88";"CZLJ NUS-CZLJ-JPN";3;"Verified"
"0879";"Zelda no Densetsu - Toki no Ocarina (Japan) (Rev 2)";"33554432";"2B2721BA";"2258052847BDD056C8406A9EF6427F13";"CZLJ NUS-CZLJ-JPN";2;"Verified"
"0880";"Zool - Majuu Tsukai Densetsu (Japan)";"12582912";"756BA26D";"692A33B0D7456FC733A81AB83C20382B";"NMZJ NUS-NMZJ-JPN";1;"Trusted"
"0881";"Waialae Country Club - True Golf Classics (USA) (Rev 1)";"16777216";"C65EE122";"67F75C4DD30922A001C8C32AEB9333AC";"NWLE ";1;"Trusted"
"0882";"WWF No Mercy (USA) (Rev 1)";"33554432";"BACEEA13";"66B8EC24557A50514A814F15429BD559";"NW4E ";0;"Not verified"
"0883";"Pro Mahjong Kiwame 64 (Japan) (Rev 1)";"8388608";"B9BE7B90";"B42F62483F7CA2AAC5AF911175463DB8";"NKMJ NUS-NKMJ-JPN";2;"Verified"
"0884";"Jikkyou Powerful Pro Yakyuu 5 (Japan) (Rev 2)";"16777216";"C02FD9BE";"68A27FBAB060857C267A639931D2C3D6";"NJ5J NUS-NJ5J-JPN";2;"Verified"
"0885";"Nushi Zuri 64 (Japan) (Rev 1)";"16777216";"16414AE4";"D2AF6993E4D657D00520C2CCE741480E";"NUTJ NUS-NUTJ-JPN";1;"Trusted"
"0886";"Wave Race 64 - Kawasaki Jet Ski (Japan) (Rev 1)";"8388608";"54D190A8";"D05C6F3CAF9059B306CC13535E2A8BA6";"NWRJ NUS-NWRJ-JPN";2;"Verified"
"0887";"Toon Panic (Japan) (Proto)";"12582912";"CF396C4E";"B6FD2A048D1F4F324CEBC97BA09872BB";" ";0;"Not verified"
"0888";"Mortal Kombat Trilogy (USA) (Rev 1)";"12582912";"BA64F824";"26129419799DB01BFE79F279EC43B334";"NMKE NUS-NMKE-USA";1;"Trusted"
"0889";"F-1 World Grand Prix (Europe) (Beta)";"12582912";"BEBBC6C8";"9FBE3363DA6C146EF2E29605BCA834FF";"NFWP ";0;"Not verified"
"0890";"Mischief Makers (USA) (Rev 1)";"8388608";"C3300CEF";"2EE917366F64A06472D7622A2A05990E";"NTME ";1;"Trusted"
"0891";"Tommy Thunder (USA) (Proto)";"8388608";"66734854";"99F95AD4A3B0C78B6F58A0FC3AD22DB6";"NNiE ";1;"Trusted"
"0892";"Bokujou Monogatari 2 (Japan) (Rev 1)";"16777216";"20FD2939";"E627B898A7692C08B595A8D2178E34A0";"NYWJ NUS-NYWJ-JPN";1;"Trusted"
"0893";"Bokujou Monogatari 2 (Japan) (Rev 2)";"16777216";"9181C1B7";"24E3EE6A54278DB65C463804F2BB6223";"NYWJ NUS-NYWJ-JPN";1;"Trusted"
