size in Bytes
ID;Name;Size;CRC32;MD5;Serial;#Trusted;Status
"0167";"Diddy Kong Racing (Europe) (En,Fr,De) (Rev 1)";"12582912";"B1E87639";"6B2BAFE540E0AF052A78E85B992BE999";"NDYP NDYP";1;"Trusted"
"0168";"Diddy Kong Racing (Japan)";"12582912";"B566FB94";"10747662A55241B9234CD114C940504F";"NDYJ NUS-NDYJ-JPN";2;"Verified"
"0169";"Diddy Kong Racing (USA) (En,Fr)";"12582912";"EB759206";"4F0E07F0EEAC7E5D7CE3A75461888D03";"NDYE NUS-NDYE-ASI";1;"Trusted"
"0170";"Diddy Kong Racing (USA) (En,Fr) (Rev 1)";"12582912";"5ACCA298";"B31F8CCA50F31ACC9B999ED5B779D6ED";"NDYE ";0;"Not verified"
"0171";"Donald Duck - Goin' Quackers (USA) (En,Fr,De,Es,It)";"20971520";"7FDEC270";"0E0E920AB13EF13508F5A98CC4CD2FF8";"NDQE ";0;"Not verified"
"0172";"Donald Duck - Quack Attack (Europe) (En,Fr,De,Es,It)";"20971520";"C4B0D9EA";"E8B403A0F0E212FA5C1220AF10D9C379";"NDQP NUS-NDQP-EUR";1;"Trusted"
"0173";"Donkey Kong 64 (Europe) (En,Fr,De,Es)";"33554432";"A28C71C6";"118E9CE360B97A6F8DAB2C9F30660BF5";"NDOP NUS-NDOP-EUR, NUS-NDOP-AUS";4;"Verified"
"0174";"Donkey Kong 64 (Japan)";"33554432";"919F7E74";"5B677F4BF93D6578252FCAD2C8CEB637";"NDOJ NUS-NDOJ-JPN";2;"Verified"
"0175";"Donkey Kong 64 (USA)";"33554432";"D44B4FC6";"9EC41ABF2519FC386CADD0731F6E868C";"NDOE NDOE";2;"Verified"
"0176";"Donkey Kong 64 (USA) (Demo) (Kiosk)";"33554432";"C83DFA15";"98A5836E3A5DA7BD0B5819E7498ACEA2";"NDPE DIS-NUS-NDPE-USA";0;"Not verified"
"0177";"Doom 64 (Europe)";"8388608";"D985C356";"190CCCA6526DC4A1F611E3B40F5131C0";"NDMP NUS-NDMP-UKV";1;"Trusted"
"0178";"Doom 64 (Japan)";"8388608";"C8F3AF5B";"06F15EF2228C1B1147C41DCCAA07D9DE";"NDMJ NUS-NDMJ-JPN";1;"Trusted"
"0179";"Doom 64 (USA)";"8388608";"5CC1ADE6";"B67748B64A2CC7EFD2F3AD4504561E0E";"NDME NUS-NDME-USA";1;"Trusted"
"0180";"Doom 64 (USA) (Rev 1)";"8388608";"1D3A17B5";"1B1378BB9EE819F740550F566745AF73";"NDME NUS-NDME-USA";1;"Trusted"
"0181";"Doraemon - Nobita to 3tsu no Seireiseki (Japan)";"8388608";"154E8B33";"C2166455E94E89E9E3AB612B4377C443";"NDRJ NUS-NDRJ-JPN";1;"Trusted"
"0182";"Doraemon 2 - Nobita to Hikari no Shinden (Japan)";"12582912";"0C1A0C38";"0580D96A71671C9E6972FDCF5897CC26";"ND2J NUS-ND2J-JPN";1;"Trusted"
"0183";"Doraemon 3 - Nobita no Machi SOS! (Japan)";"16777216";"D3B68BE4";"A4A1D490BA67831775FC381B846E2168";"N3DJ NUS-ND3J-JPN";1;"Trusted"
"0184";"Doubutsu no Mori (Japan)";"16777216";"9503E3F1";"A4F7C57C180297B2E7BA5A5FEB44FE0B";"NAFJ NUS-NAFJ-JPN";1;"Trusted"
"0185";"Dr. Mario 64 (USA)";"4194304";"A4701927";"1A7936367413E5D6874ABDA6D623AD32";"NN6E ";0;"Not verified"
"0186";"Dual Heroes (Europe)";"12582912";"5A7E226B";"F120FADB52B414EB4FB7D13092AC3CDB";"NDHP NUS-NDHP-EUR";1;"Trusted"
"0187";"Dual Heroes (Japan)";"12582912";"20F23DDE";"E7652ED5CECEB5B1BC14495C58546D1C";"NDHJ NUS-NDHJ-JPN";1;"Trusted"
"0188";"Dual Heroes (USA)";"12582912";"D09F4DA8";"923D65E69F51858C697E0E5759CD038B";"NDHE ";0;"Not verified"
"0189";"Duck Dodgers Starring Daffy Duck (USA) (En,Fr,Es)";"16777216";"3177A905";"02192B4B3797983BBE5E452336584208";"NDUE ";0;"Not verified"
"0191";"Duke Nukem - Zero Hour (Europe)";"33554432";"EA82F037";"86E98AACA0D90BF744DA090539BA4AD8";"NDZP NUS-NDZP-EUR";1;"Trusted"
"0192";"Duke Nukem - Zero Hour (France)";"33554432";"7ECDFB28";"E2B73FEB0843874EA831A2E0076FCB72";"NDZF ";0;"Not verified"
"0193";"Duke Nukem - Zero Hour (USA)";"33554432";"9A3258D7";"026789D47DB5FE202A76F89797B33AC7";"NDZE ";1;"Trusted"
"0194";"Duke Nukem 64 (Europe)";"8388608";"3275ADB0";"8657CBA95C409B74C1F5632CBC36643F";"NDNP NUS-NDNP-FRA, NUS-NDNP-SCN";2;"Verified"
"0195";"Duke Nukem 64 (France)";"8388608";"B9C9F07A";"E2E79C7167BDB26E176D220904739C91";"NDNF NUS-NDNF-FRA";1;"Trusted"
"0196";"Duke Nukem 64 (USA)";"8388608";"DBFD5A53";"C7F1A43764A26DA2E43F2A36A5F76E4C";"NDNE NUS-NDNE-USA";1;"Trusted"
"0197";"Earthworm Jim 3D (Europe) (En,Fr,De,Es,It)";"16777216";"61A56330";"BF2DF4B86FAA2181A7ACFE2643FA2293";"NJMP NUS-NJMP-EUR";1;"Trusted"
"0198";"Earthworm Jim 3D (USA)";"16777216";"9E6579C5";"980DFB38AD9A883119DE135F45B7DB36";"NJME ";0;"Not verified"
"0199";"ECW Hardcore Revolution (Europe)";"33554432";"BE8FEEAD";"1830EDE2557E8685E6F76D05CC65076A";"NWIP NUS-NWIP-EUR";2;"Verified"
"0200";"ECW Hardcore Revolution (USA)";"33554432";"36D368EF";"8EEBB16B7A4D39AE8BC8CCCBC41F0A01";"NWIE ";0;"Not verified"
"0201";"Eikou no Saint Andrews (Japan)";"8388608";"1699D2D6";"935DD85AD198BBDE92161CDCE47CBFB3";"NSTJ NUS-NSTJ-JPN";1;"Trusted"
"0202";"Sesame Street - Elmo's Letter Adventure (USA)";"8388608";"92C3BA6F";"15DF97A59B2354B130DEC3FB86BBA513";"NELE ";0;"Not verified"
"0203";"Sesame Street - Elmo's Number Journey (USA)";"8388608";"EA3B92D8";"F733453ED26AFA0ACA8D3EB3B5B6D8EA";"NENE ";0;"Not verified"
"0204";"Eltale Monsters (Japan)";"16777216";"24D937BF";"9B456ACB96291FC8B55232A08AE03346";"NETJ NUS-NYWJ-JPN";1;"Trusted"
"0205";"Excitebike 64 (Europe)";"16777216";"0B881E60";"8FA253FD69B73DF9A831EF2F731491F2";"NMXP NUS-NMXP-EUR";1;"Trusted"
"0206";"Excitebike 64 (Japan)";"16777216";"03BFD065";"BF15A61AFF71C93BF5E05243F57BCA1D";"NMXJ NUS-NMXJ-JPN";1;"Trusted"
"0207";"Excitebike 64 (USA)";"16777216";"FC459192";"7200D1C1CF489FAFFF767729F215E6E6";"NMXE ";0;"Not verified"
"0208";"Excitebike 64 (USA) (Demo) (Kiosk)";"16777216";"BE6298B0";"E0018C33346714B63A55C0E040F23DEA";"NNXE ";0;"Not verified"
"0209";"Extreme-G (Europe) (En,Fr,De,Es,It)";"8388608";"0B71B1EA";"3B2CA0DA0810C95B31DF8C1FB8811BE2";"NEGP NUS-NEGP-EUR";2;"Verified"
"0210";"Extreme-G (Japan)";"8388608";"750DC9A7";"A7CD65E5A4A8838D1CD452BA66E74DF6";"NEGJ NUS-NEGJ-JPN";1;"Trusted"
"0211";"Extreme-G (USA)";"8388608";"04CB74EC";"3E660D3F991C0529E90BFEC0244DB31A";"NEGE ";0;"Not verified"
"0212";"Extreme-G XG2 (Europe) (En,Fr,De,Es,It)";"12582912";"1A57F416";"BB7F98E657FB4B5FCC7DC04BD72E2D2B";"NG2P NUS-NG2P-EUR";1;"Trusted"
"0213";"Extreme-G XG2 (Japan)";"12582912";"7C8A36DA";"F17884A2C16FB6FD11A74D65B1388B4A";"NG2J NUS-NG2J-JPN";1;"Trusted"
"0214";"Extreme-G XG2 (USA)";"12582912";"81A4C28B";"44FE06BA3686C02A7988F27600A533DA";"NG2E ";0;"Not verified"
"0215";"F-1 World Grand Prix (Europe)";"12582912";"1F4E651A";"FAC450EAFF8FA46A1414DB02E6EEAB9F";"NFWP NUS-NFWP-EUR";1;"Trusted"
"0216";"F-1 World Grand Prix (France)";"12582912";"57CD299D";"35F6C42D5A9284688284C24250F4D6BE";"NFWF ";0;"Not verified"
"0217";"F-1 World Grand Prix (Germany)";"12582912";"0F1984DC";"A8C78454C70BD73375AAF69C4078D5DA";"NFWD NUS-NFWD-NOE";1;"Trusted"
"0218";"F-1 World Grand Prix (Japan)";"12582912";"F7BACBC3";"F248F0AAE609111BA9DFF9FD7AFBC485";"NFWJ NUS-NFWJ-JPN";1;"Trusted"
"0219";"F-1 World Grand Prix (USA)";"12582912";"7DC9EF2C";"A81B1DE864DF3F4BB0903760BE673F21";"NFWE ";0;"Not verified"
"0220";"F-1 World Grand Prix II (Europe) (En,Fr,De,Es)";"12582912";"803D33DF";"BC0FD2468AC7769A37C3C58CD5699585";"NF2P NUS-NF2P-EUR";1;"Trusted"
"0221";"F-Zero X (Europe)";"16777216";"2D6F7E8B";"EE79A8FE287B5DCAEA584439363342FC";"NFZP NUS-NFZP-EUR, NUS-NFZP-AUS, NFZP";5;"Verified"
"0222";"F-Zero X (Japan)";"16777216";"6B1CEF83";"58D200D43620007314304F4E6C9E6528";"CFZJ NUS-CFZJ-JPN";3;"Verified"
"0223";"F-Zero X (USA)";"16777216";"0B561FBA";"753437D0D8ADA1D12F3F9CF0F0A5171F";"CFZE NUS-CFZE-USA";2;"Verified"
"0224";"F1 Pole Position 64 (Europe) (En,Fr,De)";"8388608";"ED750623";"A6BD93EA576CDF8569F68171452F7E8A";"NHGP NUS-NHGP-EUR";1;"Trusted"
"0225";"F1 Pole Position 64 (USA) (En,Fr,De)";"8388608";"30A24D89";"049DB657F4223D949F56E9DC5B6A9180";"NHGE ";0;"Not verified"
"0226";"F1 Racing Championship (Europe) (En,Fr,De,Es,It)";"16777216";"2DA744F5";"9581FC6CEAC86DC8A2AEE4053043E422";"NFRP NUS-NFRP-EUR";1;"Trusted"
"0227";"Famista 64 (Japan)";"12582912";"9FB0E6C9";"D99B1A3F6D72DEFD76F3620959B94944";"NFSJ NUS-NFSJ-JPN";1;"Trusted"
"0228";"FIFA - Road to World Cup 98 (Europe) (En,Fr,De,Es,It,Nl,Sv)";"12582912";"137CB3CC";"26B18D35984528AE2F90ADBB2F2642F7";"N8IP NUS-N8IP-UKV";2;"Verified"
"0229";"FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv)";"12582912";"28B1221C";"2C6D146A8473511CFCFBBE8518F49D71";"N8IE NUS-01A-02";1;"Trusted"
"0230";"FIFA - Road to World Cup 98 - World Cup e no Michi (Japan)";"12582912";"AE346DF6";"3611779F29997267622CBC80E2D087CC";"N8IJ NUS-N8IJ-JPN";1;"Trusted"
"0231";"FIFA 99 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv)";"16777216";"6EAE1E6E";"6432C622C05EA9CD3217E280AC2CE37C";"N9FP NUS-N9FP-NOE";1;"Trusted"
"0232";"FIFA 99 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv)";"16777216";"6B2473A9";"148DE3073727B9FD156F10AFADD46864";"N9FE ";0;"Not verified"
"0233";"FIFA 64 (Europe) (En,Fr,De)";"8388608";"AE2583FB";"9A7006212947EE7648EE1D13162E55E0";"N7IP NUS-N7IP-EUR";1;"Trusted"
"0234";"FIFA Soccer 64 (USA) (En,Fr,De)";"8388608";"57DE7CAB";"CC7C58A032AABA19E72CCBFA6B3EEFF6";"N7IE ";0;"Not verified"
"0235";"Fighter Destiny 2 (USA)";"16777216";"BB2563C6";"04DD2A319F4F5C22569B612CFDF9F00C";"NFGE ";0;"Not verified"
"0236";"Fighters Destiny (Europe)";"12582912";"C9225511";"EF5CB24CE3FE4E0F850901205437B574";"NKAP NUS-NKAP-SCN";1;"Trusted"
"0237";"Fighters Destiny (France)";"12582912";"0CC22034";"44B0BE1C4B48F6119D3AC9424903D0EB";"NKAF ";0;"Not verified"
"0238";"Fighters Destiny (Germany)";"12582912";"5052168C";"1CF379ACA2397222AF9F3DC5D8E3C444";"NKAD NUS-NKAD-NOE";1;"Trusted"
"0239";"Fighters Destiny (USA)";"12582912";"F45EA789";"D61D97A7658C419A25A9BAC96B0A3DF8";"NKAE ";0;"Not verified"
"0240";"Fighting Cup (Japan)";"12582912";"8A1C261E";"722C3A74A90305D6079A37994CEBF5B2";"NKAJ NUS-NKAJ-JPN";1;"Trusted"
"0241";"Fighting Force 64 (Europe)";"16777216";"4052C176";"0035E8205336982E362402AAEA37D147";"NFFP NUS-NFFP-EUR";1;"Trusted"
"0242";"Fighting Force 64 (USA)";"16777216";"8456841E";"E7008D17FD71D9C2BDA1362C885388B2";"NFFE ";0;"Not verified"
"0243";"Flying Dragon (Europe)";"12582912";"C3066E59";"ADD115AAD0AB7D33BFD243936D809178";"NFDP NUS-NFDP-EUR";1;"Trusted"
"0244";"Flying Dragon (USA)";"12582912";"91BC9AEB";"272B359D8F8AC48ACBF053C262F422E4";"NFDE ";0;"Not verified"
"0245";"Forsaken (Europe) (En,Fr,Es,It)";"8388608";"5ED736D9";"8286DED701DFA22436D311BD5B93BD29";"NFOP NUS-NFOP-UKV";2;"Verified"
"0246";"Forsaken (Germany)";"8388608";"9793ABC2";"74650F7154E0B2DD7C364F511B0D6A77";"NFOD ";0;"Not verified"
"0247";"Forsaken 64 (USA)";"8388608";"76C4333D";"5CDEE5503A57D14533C66B35A5848899";"NFOE ";0;"Not verified"
"0248";"Fox Sports College Hoops '99 (USA)";"12582912";"67EAF0F3";"360DC6BE6D06DCA12E53C077AC0D2571";"NF9E ";0;"Not verified"
"0249";"Frogger 2 (USA) (Proto)";"4194304";"B0C62957";"CB2C9C6104C3EF69A1CF979525F2F73D";" ";0;"Not verified"
"0250";"Fushigi no Dungeon - Fuurai no Shiren 2 - Oni Shuurai! Shiren Jou! (Japan)";"33554432";"2AA6D2A1";"BBCDE4966BEE5602A80D9B8C1011DFA6";"NSIJ NUS-NSIJ-JPN";1;"Trusted"
"0251";"G.A.S.P!! Fighters' NEXTream (Europe)";"12582912";"5AA63B04";"316C59DAE45C20250A0419A937E7D65B";"NGAP NUS-NGAP-EUR";1;"Trusted"
"0252";"G.A.S.P!! Fighters' NEXTream (Japan)";"12582912";"6EAD2D89";"6C73558DE5A1EEE6597D7264F9A11B0C";"NGAJ NUS-NGAJ-JPN";1;"Trusted"
"0253";"Ganbare Goemon - Dero Dero Douchuu Obake Tenkomori (Japan)";"16777216";"08C41E0E";"96CA36D474E82C270A129D775C63167A";"NG6J NUS-NG6J-JPN";1;"Trusted"
"0254";"Ganbare Goemon - Neo Momoyama Bakufu no Odori (Japan)";"16777216";"2E91EFC9";"9B929E0BF8D63E62820F2FA6257CC5CF";"NG5J NUS-NG5J-JPN";1;"Trusted"
"0255";"Ganbare! Nippon! Olympics 2000 (Japan)";"12582912";"73133CD2";"8D8F3A8393F3F5489B3B144369565594";"N3HJ NUS-N3HJ-JPN";1;"Trusted"
"0256";"Gauntlet Legends (Europe)";"16777216";"B7B3A489";"28C2108A375F7731E719333A09439D2F";"NGXP NUS-NGXP-EUR";1;"Trusted"
"0257";"Gauntlet Legends (Japan)";"16777216";"8D133DB0";"3B2615D754A61E45B1034D555D830A78";"NGDJ NUS-NGDJ-JPN";1;"Trusted"
"0258";"Gauntlet Legends (USA)";"16777216";"64765E82";"9CB963E8B71F18568F78EC1AF120362E";"NGXE ";0;"Not verified"
"0259";"Getter Love!! - Cho Renai Party Game Tanjou (Japan)";"12582912";"724ECAE7";"5270D98F9E67DC7EF354ECE109C2A18F";"NGLJ NUS-NGLJ-JPN";1;"Trusted"
"0260";"Gex 3 - Deep Cover Gecko (Europe) (En,Es,It)";"33554432";"6BC4A056";"9F0492A34D7A2D7C4E9F29DC1848A04A";"NX3P NUS-NX3P-EUR";1;"Trusted"
"0261";"Gex 3 - Deep Cover Gecko (Europe) (Fr,De)";"33554432";"A43CB8E4";"43B9A7A5CCB6EA3F4860F9F80D73669D";"NX3X NX3X";1;"Trusted"
"0262";"Gex 3 - Deep Cover Gecko (USA)";"33554432";"87A7D099";"6770DDEC84EB21A5E0D0F55DFD52A01A";"NX3E ";0;"Not verified"
"0263";"Gex 64 - Enter the Gecko (Europe)";"16777216";"A7C92BEA";"5BBA457E286D250101CE274E0E58080D";"NX2P NUS-NX2P-EUR";1;"Trusted"
"0264";"Gex 64 - Enter the Gecko (USA)";"16777216";"C545CE80";"47F9D900C97ECE154BB40A9C6DCCD3FD";"NX2E ";0;"Not verified"
"0265";"Glover (Europe) (En,Fr,De)";"8388608";"90ECEB4A";"2F2163C53DB135792331DF00398B3F87";"NGVP NUS-NGVP-EUR, NUS-NGVP-EUR-1";3;"Verified"
"0266";"Glover (USA)";"8388608";"F874571C";"87AA5740DFF79291EE97832DA1F86205";"NGVE ";0;"Not verified"
"0267";"Goemon - Mononoke Sugoroku (Japan)";"16777216";"965C4575";"2BDE49F2855030DE342976C9A95B81B3";"NGPJ NUS-NGPJ-JPN";1;"Trusted"
"0268";"Goemon's Great Adventure (USA)";"16777216";"52D418E1";"29BC5C1A24D3979D376AD421000AC9CB";"NGME NUS-NGME-USA";1;"Trusted"
"0269";"Golden Nugget 64 (USA)";"8388608";"70594D3C";"231BAC1AFB3DE138072C2D697783059B";"NUS-NGNE-USA NUS-01A-02";1;"Trusted"
"0270";"GT 64 - Championship Edition (Europe) (En,Fr,De)";"12582912";"6DFB4747";"628AA3CD492559B705488F634797E045";"NGCP NUS-NGCP-EUR";2;"Verified"
"0271";"GT 64 - Championship Edition (USA)";"12582912";"BC627DA7";"FE81AA381719FADA693D803BAE7D5EB9";"NGCE ";0;"Not verified"
"0272";"Hamster Monogatari 64 (Japan)";"12582912";"C1D98B78";"3D4C7B11076BAFA4620BCC154C0EEEF3";"NHSJ NUS-NHSJ-JP";1;"Trusted"
"0273";"Harukanaru Augusta - Masters '98 (Japan)";"16777216";"51228F0C";"A02A4FB4B93E9847348440652CEF8D4D";"NM9J NUS-NM9J-JPN";1;"Trusted"
"0274";"Harvest Moon 64 (USA)";"16777216";"DECDC0AD";"6DA848A70D83ECE130D274124760928E";"NYWE ";0;"Not verified"
"0275";"Heiwa Pachinko World 64 (Japan)";"8388608";"99A427FA";"5E8539E037EEA88C5A2746F60E431C8D";"NHPJ NUS-NHPJ-JPN";1;"Trusted"
"0276";"Hercules - The Legendary Journeys (Europe) (En,Fr,De,Es,It,Nl)";"16777216";"B1954B08";"1546877FD85C00A83515005727E5FDA5";"NHCP NUS-NHCP-EUR";1;"Trusted"
"0277";"Hercules - The Legendary Journeys (USA)";"16777216";"4948892B";"6BBD8C42F6EF8F5B9541D6F4DB657DD7";"NHCE ";0;"Not verified"
"0278";"Hexen (Europe)";"8388608";"5369EFB4";"2080262A251D270F9CE819887F2104A7";"NHXP NUS-NHXP-EUR";1;"Trusted"
"0279";"Hexen (France)";"8388608";"E373FA31";"A5921C00111200257284CE0ABA0904CA";"NHXF NUS-NHXF-FRA";1;"Trusted"
"0280";"Hexen (Germany)";"8388608";"E4821C4B";"08CBB141DEC604E4DAD2787F237D57A2";"NHXD NUS-NHXD-NOE";1;"Trusted"
"0281";"Hexen (Japan)";"8388608";"571DA09A";"672152CF4DCB5D0A19662C11EFF71452";"NHXJ NUS-NHXJ-JPN";1;"Trusted"
"0282";"Hexen (USA)";"8388608";"1D35E110";"EB98F1B8C6898AF7417F6882946DA9B3";"NHXE ";0;"Not verified"
"0283";"Hey You, Pikachu! (USA)";"16777216";"B18B2734";"1280C78F286FC1C437A4905EE42C47F1";"NPGE ";0;"Not verified"
"0284";"Hiryuu no Ken Twin (Japan)";"12582912";"BA6A687E";"73084495F3209C54900525436BBBC531";"NHKJ NUS-NHKJ-JPN";2;"Verified"
"0285";"Holy Magic Century (Europe)";"16777216";"84FF9890";"80CC112F62E9A8581A1BB6A1D1E1488B";"NETP NUS-NETP-EUR";1;"Trusted"
"0286";"Holy Magic Century (France)";"16777216";"284170ED";"988F5ABD96259196343659E913666820";"NETF ";0;"Not verified"
"0287";"Holy Magic Century (Germany)";"16777216";"D1934CF6";"AB676C3E9D26A77450DDB4AACD1A3861";"NETD ";0;"Not verified"
"0288";"Hoshi no Kirby 64 (Japan)";"33554432";"AE7CB69D";"B1A67AEBC2BE89A800E5EB60C0DFA968";"NK4J NUS-NK4J-JPN";1;"Trusted"
"0289";"Hoshi no Kirby 64 (Japan) (Rev 1)";"33554432";"A263C1B9";"FFDB4456F799722BCFE430632C3986AE";"NK4J NUS-NK4J-JPN";1;"Trusted"
"0290";"Hoshi no Kirby 64 (Japan) (Rev 2)";"33554432";"F4589AA8";"3EC0471E2CBEE17471DDBF80C56606D5";"NK4J NUS-NK4J-JPN";1;"Trusted"
"0291";"Hoshi no Kirby 64 (Japan) (Rev 3)";"33554432";"6D5E1332";"35E039F8E79843917D02BE06D00C457B";"NK4J NUS-NK4J-JPN";2;"Verified"
"0292";"Hot Wheels - Turbo Racing (Europe) (En,Fr,De)";"16777216";"850633A7";"EF34DA35EF8A0734843CB182C19FEB26";"NHWP NUS-NHWP-EUR";1;"Trusted"
"0293";"Hot Wheels - Turbo Racing (USA)";"12582912";"A5C92148";"4311A1AEF1898678331F7E3486055307";"NHWE ";0;"Not verified"
"0294";"HSV Adventure Racing! (Australia)";"16777216";"C0BA9440";"26F7D8F4640EBDFA823F84E5F89D62BF";"NNSX NUS-NNSX-AUS";2;"Verified"
"0295";"Human Grand Prix - The New Generation (Japan)";"8388608";"31E102E3";"97E706ED9CC6F30708FFDC187C85D59F";"NHGJ NUS-NHGJ-JPN";1;"Trusted"
"0296";"Hybrid Heaven (Europe) (En,Fr,De)";"16777216";"E76627FF";"DA861C4D9202F661575466450A27C412";"NHVP NUS-NHVP-EUU";2;"Verified"
"0297";"Hybrid Heaven (Japan)";"16777216";"E769DE96";"9946EFF915FC947A226407AC1F7B35C4";"NHYJ NUS-NHYJ-JPN";1;"Trusted"
"0298";"Hybrid Heaven (USA)";"16777216";"15B57EF8";"C47E95BB32AB132C41D67BD243F9E02A";"NHVE ";0;"Not verified"
"0299";"Hydro Thunder (Europe)";"33554432";"863AB8F3";"434BB8DE49011573AC38E893224C5623";"NHTP NUS-NHTP-EUR";1;"Trusted"
"0300";"Hydro Thunder (France)";"33554432";"010F6242";"4B4C85D9DD2D460ADAFABAE8DB48B4FA";"NHTF NUS-NHTF-FRA";1;"Trusted"
"0301";"Hydro Thunder (USA)";"33554432";"E744456F";"54F43E6B68782E98CAABEA5E7976B2BE";"NHTE ";0;"Not verified"
"0302";"Hyper Olympics in Nagano 64 (Japan)";"12582912";"C1EA5D33";"D2F7B3ACE75A2CE7A06BEAC929711D94";"NH5J NUS-NH5J-JPN";1;"Trusted"
"0303";"Ide Yosuke no Mahjong Juku (Japan)";"12582912";"DBD96DEB";"92A6FFA1C8D537C7A97C5C613CAE05C6";"NIMJ ";1;"Trusted"
"0304";"Iggy's Reckin' Balls (Europe)";"4194304";"9BF26065";"25B297143E9E5CCBB4B80A7FB6AF399B";"NWBP NUS-NWBP-EUR";1;"Trusted"
"0305";"Iggy's Reckin' Balls (USA)";"4194304";"6A6FBD5D";"464211ABB602EE1005974D2D835A3BCF";"NWBE ";0;"Not verified"
"0306";"Iggy-kun no Bura Bura Poyon (Japan)";"4194304";"26CC1266";"C70B0B680807F2B8C2C3D5DC495FA8C2";"NWBJ NUS-NWBJ-JPN";1;"Trusted"
"0307";"In-Fisherman - Bass Hunter 64 (Europe)";"8388608";"00DA3704";"BF3E84CDD01CAC05987FD8DA5191534B";"NFHP NUS-NFHP-EUR";1;"Trusted"
"0308";"In-Fisherman - Bass Hunter 64 (USA)";"8388608";"D8EB5E6E";"C605F40BF669E00A5E51BAF0D00621EA";"NFHE ";0;"Not verified"
"0309";"Indiana Jones and the Infernal Machine (USA)";"33554432";"4978EB57";"70DE1EAB508596B6BBEFD168B5D07194";"NIJE ";0;"Not verified"
"0310";"Indy Racing 2000 (USA)";"16777216";"A5163F29";"A7781D441AF55C4FF8AFC68AB3A59313";"NICE ";0;"Not verified"
"0311";"International Superstar Soccer '98 (Europe)";"12582912";"BF23945D";"34489365B550F32C97337D86D52D8C84";"NWSP NUS-NWSP-EUU, NUS-NWSP-EUR";2;"Verified"
"0312";"International Superstar Soccer '98 (USA)";"12582912";"B85FA721";"7DCC05B98E2FA690B478808EBBAD5D1A";"NWSE ";0;"Not verified"
"0313";"International Superstar Soccer 2000 (Europe) (En,De)";"16777216";"69572558";"9F101B6F6BEF4F267DEB5C6C37A24B97";"NISX NUS-NISX-SCN";1;"Trusted"
"0314";"International Superstar Soccer 2000 (Europe) (Fr,It)";"16777216";"8A16A6A9";"CC2BE97A16744860FAE8A94611479C4C";"NISY NISY";1;"Trusted"
"0315";"International Superstar Soccer 2000 (USA) (En,Es)";"16777216";"DCD0538F";"23A4ED8D79882594206173B1D476F0E9";"NISE ";0;"Not verified"
"0316";"International Superstar Soccer 64 (Europe)";"8388608";"8C839268";"376803F28CA8B2133671783419933CA2";"NJPP NJPP, NUS-NJPP-EUU";2;"Verified"
"0317";"International Superstar Soccer 64 (USA)";"8388608";"0EA249B9";"6A345402AE1DB5CE1041365E36126BCE";"NJPE ";0;"Not verified"
"0318";"International Track & Field - Summer Games (Europe) (En,Fr,De)";"12582912";"B3181EE0";"970488FB7D9C5C25BD924E6F898B84A0";"N3HP NUS-N3HP-EUU";1;"Trusted"
"0319";"International Track & Field 2000 (USA)";"12582912";"DA443F0B";"35662CFD07FD6AF4BAB90CA23F7C98E6";"N3HE ";0;"Not verified"
"0320";"Itoi Shigesato no Bass Tsuri No. 1 Kettei Ban! (Japan)";"16777216";"576915D4";"13893DB9E919C4E7CF0C0B0064CCB554";"NIBJ NUS-NIBJ-JPN";1;"Trusted"
"0321";"J.League Dynamite Soccer 64 (Japan)";"8388608";"DC0B2C8F";"1247B093E0FD6CCFD50D15DE59301076";"NDSJ NUS-NDSJ-JPN";1;"Trusted"
"0322";"J.League Eleven Beat 1997 (Japan)";"8388608";"7D0EED6A";"30E23D3DE446E37E5E7FBEF6794A6FC9";"NJEJ NUS-NJEJ-JPN";1;"Trusted"
"0323";"J.League Live 64 (Japan)";"8388608";"4C536DD7";"209DB8333EEB526AE9A91209175348CE";"NJLJ NUS-NJLJ-JPN";1;"Trusted"
"0324";"J.League Tactics Soccer (Japan)";"12582912";"976A2D12";"800ACC7D609ECDB3E09E68CBD05F5FA0";"NSJJ NUS-NSJJ-JPN";1;"Trusted"
"0325";"J.League Tactics Soccer (Japan) (Rev 1)";"12582912";"156E705E";"793DBF504E20C92F6B73B4E8A25A220C";"NSJJ NUS-NSJJ-JPN";1;"Trusted"
"0326";"Jangou Simulation Mahjong Dou 64 (Japan)";"8388608";"D1C1681E";"8EE01DE7DA2E9AD08D7ED913A5EE8632";"NMAJ NUS-NMAJ-JPN";1;"Trusted"
"0327";"Jeopardy! (USA)";"4194304";"E739947C";"A45F7200537C0D928A88CBBA2DFEB680";"NJOE ";0;"Not verified"
"0328";"Jeremy McGrath Supercross 2000 (Europe)";"16777216";"5BF42EC4";"4C5BE1BFC1CCCFF501EBA2A685226962";"NCOP NUS-NCOP-UKV";1;"Trusted"
"0329";"Jeremy McGrath Supercross 2000 (USA)";"16777216";"2A5C9A06";"8046A4B8ABD4353B2AB9696106CCF8D2";"NCOE ";0;"Not verified"
